pvs_id,mode,sample_index,O22
TR04_SRC003_HRC02,2,44,1.05
TR04_SRC003_HRC02,2,45,1.05
TR04_SRC003_HRC02,2,46,1.05
TR04_SRC003_HRC02,2,47,1.05
TR04_SRC003_HRC02,2,48,1.05
TR04_SRC003_HRC02,2,49,1.05
TR04_SRC003_HRC02,2,50,1.05
TR04_SRC003_HRC02,2,51,1.05
TR04_SRC003_HRC02,2,52,1.05
TR04_SRC003_HRC02,2,53,1.05
TR04_SRC003_HRC02,2,54,1.05
TR04_SRC003_HRC02,2,55,1.05
TR04_SRC003_HRC02,2,56,1.05
TR04_SRC003_HRC02,2,57,1.05
TR04_SRC003_HRC02,2,58,1.05
TR04_SRC003_HRC02,2,59,1.05
TR04_SRC003_HRC02,3,0,3.9597403257032724
TR04_SRC003_HRC02,3,1,3.9597403257032724
TR04_SRC003_HRC02,3,2,3.9597403257032724
TR04_SRC003_HRC02,3,3,3.9597403257032724
TR04_SRC003_HRC02,3,4,3.9597403257032724
TR04_SRC003_HRC02,3,5,2.391105492475918
TR04_SRC003_HRC02,3,6,2.391105492475918
TR04_SRC003_HRC02,3,7,2.391105492475918
TR04_SRC003_HRC02,3,8,2.391105492475918
TR04_SRC003_HRC02,3,9,2.391105492475918
TR04_SRC003_HRC02,3,10,2.391105492475918
TR04_SRC003_HRC02,3,11,2.391105492475918
TR04_SRC003_HRC02,3,12,2.391105492475918
TR04_SRC003_HRC02,3,13,2.391105492475918
TR04_SRC003_HRC02,3,14,2.391105492475918
TR04_SRC003_HRC02,3,15,1.0715579141454858
TR04_SRC003_HRC02,3,16,1.0719750620447765
TR04_SRC003_HRC02,3,17,1.071946752933185
TR04_SRC003_HRC02,3,18,1.072884933219277
TR04_SRC003_HRC02,3,19,1.0736075076963105
TR04_SRC003_HRC02,3,20,1.0735211120947898
TR04_SRC003_HRC02,3,21,1.0743544225864883
TR04_SRC003_HRC02,3,22,1.074871697637056
TR04_SRC003_HRC02,3,23,1.0753761481491682
TR04_SRC003_HRC02,3,24,1.07624192857936
TR04_SRC003_HRC02,3,25,1.0777696456132841
TR04_SRC003_HRC02,3,26,1.0778746387555904
TR04_SRC003_HRC02,3,27,1.0759536601875734
TR04_SRC003_HRC02,3,28,1.0757337531012887
TR04_SRC003_HRC02,3,29,1.077896550036427
TR04_SRC003_HRC02,3,30,1.0800896621276408
TR04_SRC003_HRC02,3,31,1.082855393639156
TR04_SRC003_HRC02,3,32,1.084053621843258
TR04_SRC003_HRC02,3,33,1.0825449071323319
TR04_SRC003_HRC02,3,34,1.082582091197802
TR04_SRC003_HRC02,3,35,1.082518252133667
TR04_SRC003_HRC02,3,36,1.0816662212319441
TR04_SRC003_HRC02,3,37,1.0792218510971172
TR04_SRC003_HRC02,3,38,1.0750147556178047
TR04_SRC003_HRC02,3,39,1.07115094459988
TR04_SRC003_HRC02,3,40,1.0673900109896335
TR04_SRC003_HRC02,3,41,1.0633505349341366
TR04_SRC003_HRC02,3,42,1.0595122578774228
TR04_SRC003_HRC02,3,43,1.0557703174652975
TR04_SRC003_HRC02,3,44,1.0527850284086195
TR04_SRC003_HRC02,3,45,1.0508656989258722
TR04_SRC003_HRC02,3,46,1.05
TR04_SRC003_HRC02,3,47,1.05
TR04_SRC003_HRC02,3,48,1.05
TR04_SRC003_HRC02,3,49,1.05
TR04_SRC003_HRC02,3,50,1.05
TR04_SRC003_HRC02,3,51,1.05
TR04_SRC003_HRC02,3,52,1.05
TR04_SRC003_HRC02,3,53,1.05
TR04_SRC003_HRC02,3,54,1.05
TR04_SRC003_HRC02,3,55,1.05
TR04_SRC003_HRC02,3,56,1.05
TR04_SRC003_HRC02,3,57,1.05
TR04_SRC003_HRC02,3,58,1.05
TR04_SRC003_HRC02,3,59,1.05
TR04_SRC004_HRC02,0,0,4.429805620811639
